"source","target","year","title","type"
"Lee Morgan", "Donald Byrd","2000", "The Birth Of Hard Bop","master"
"Lee Morgan", "Hank Mobley","2000", "The Birth Of Hard Bop","master"
"Donald Byrd", "Hank Mobley","2000", "The Birth Of Hard Bop","master"
"Lee Morgan", "Rudy Van Gelder","2000", "The Birth Of Hard Bop","master"
"Donald Byrd", "Rudy Van Gelder","2000", "The Birth Of Hard Bop","master"
"Hank Mobley", "Rudy Van Gelder","2000", "The Birth Of Hard Bop","master"
"Sonny Stitt", "Don Patterson","2001", "Brothers-4","master"
"Sonny Stitt", "Rudy Van Gelder","2001", "Brothers-4","master"
"Don Patterson", "Rudy Van Gelder","2001", "Brothers-4","master"
"Dick Wellstood", "Cliff Jackson","2001", "Uptown And Lowdown","master"
"Dick Wellstood", "Rudy Van Gelder","2001", "Uptown And Lowdown","master"
"Cliff Jackson", "Rudy Van Gelder","2001", "Uptown And Lowdown","master"
"Kenny Dorham", "Jackie McLean","2001", "Inta Somethin'","master"
"Kenny Dorham", "Rudy Van Gelder","2001", "Inta Somethin'","master"
"Jackie McLean", "Rudy Van Gelder","2001", "Inta Somethin'","master"
"The Shirley Scott Trio*", "Shirley Scott","2001", "Like Cozy","master"
"The Shirley Scott Trio*", "Rudy Van Gelder","2001", "Like Cozy","master"
"Shirley Scott", "Rudy Van Gelder","2001", "Like Cozy","master"
"Sonny Stitt", "Don Patterson","2001", "The Boss Men","master"
"Sonny Stitt", "Rudy Van Gelder","2001", "The Boss Men","master"
"Don Patterson", "Rudy Van Gelder","2001", "The Boss Men","master"
"Plas Johnson", "Red Holloway","2001", "Keep That Groove Going!","master"
"Plas Johnson", "Rudy Van Gelder","2001", "Keep That Groove Going!","master"
"Red Holloway", "Rudy Van Gelder","2001", "Keep That Groove Going!","master"
"Ronnie Mathews", "Roland Alexander","2002", "Ronnie Mathews, Roland Alexander, Freddie Hubbard","release"
"Ronnie Mathews", "Freddie Hubbard","2002", "Ronnie Mathews, Roland Alexander, Freddie Hubbard","release"
"Roland Alexander", "Freddie Hubbard","2002", "Ronnie Mathews, Roland Alexander, Freddie Hubbard","release"
"Ronnie Mathews", "Rudy Van Gelder","2002", "Ronnie Mathews, Roland Alexander, Freddie Hubbard","release"
"Roland Alexander", "Rudy Van Gelder","2002", "Ronnie Mathews, Roland Alexander, Freddie Hubbard","release"
"Freddie Hubbard", "Rudy Van Gelder","2002", "Ronnie Mathews, Roland Alexander, Freddie Hubbard","release"
"Chet Baker", "Randy Brecker","2002", "Absolute Brass","release"
"Chet Baker", "Art Farmer","2002", "Absolute Brass","release"
"Chet Baker", "Roy Hargrove","2002", "Absolute Brass","release"
"Chet Baker", "Wynton Marsalis","2002", "Absolute Brass","release"
"Chet Baker", "Wallace Roney","2002", "Absolute Brass","release"
"Randy Brecker", "Art Farmer","2002", "Absolute Brass","release"
"Randy Brecker", "Roy Hargrove","2002", "Absolute Brass","release"
"Randy Brecker", "Wynton Marsalis","2002", "Absolute Brass","release"
"Randy Brecker", "Wallace Roney","2002", "Absolute Brass","release"
"Art Farmer", "Roy Hargrove","2002", "Absolute Brass","release"
"Art Farmer", "Wynton Marsalis","2002", "Absolute Brass","release"
"Art Farmer", "Wallace Roney","2002", "Absolute Brass","release"
"Roy Hargrove", "Wynton Marsalis","2002", "Absolute Brass","release"
"Roy Hargrove", "Wallace Roney","2002", "Absolute Brass","release"
"Wynton Marsalis", "Wallace Roney","2002", "Absolute Brass","release"
"Chet Baker", "Rudy Van Gelder","2002", "Absolute Brass","release"
"Randy Brecker", "Rudy Van Gelder","2002", "Absolute Brass","release"
"Art Farmer", "Rudy Van Gelder","2002", "Absolute Brass","release"
"Roy Hargrove", "Rudy Van Gelder","2002", "Absolute Brass","release"
"Wynton Marsalis", "Rudy Van Gelder","2002", "Absolute Brass","release"
"Wallace Roney", "Rudy Van Gelder","2002", "Absolute Brass","release"
"Houston Person", "Ron Carter","2002", "Dialogues","release"
"Houston Person", "Rudy Van Gelder","2002", "Dialogues","release"
"Ron Carter", "Rudy Van Gelder","2002", "Dialogues","release"
"Ronnie Mathews", "Roland Alexander","2002", "Ronnie Mathews, Roland Alexander, Freddie Hubbard","release"
"Ronnie Mathews", "Freddie Hubbard","2002", "Ronnie Mathews, Roland Alexander, Freddie Hubbard","release"
"Roland Alexander", "Freddie Hubbard","2002", "Ronnie Mathews, Roland Alexander, Freddie Hubbard","release"
"Ronnie Mathews", "Rudy Van Gelder","2002", "Ronnie Mathews, Roland Alexander, Freddie Hubbard","release"
"Roland Alexander", "Rudy Van Gelder","2002", "Ronnie Mathews, Roland Alexander, Freddie Hubbard","release"
"Freddie Hubbard", "Rudy Van Gelder","2002", "Ronnie Mathews, Roland Alexander, Freddie Hubbard","release"
"Art Blakey", "The Jazz Messengers","2002", "Meet You At The Jazz Corner Of The World","master"
"Art Blakey", "Rudy Van Gelder","2002", "Meet You At The Jazz Corner Of The World","master"
"The Jazz Messengers", "Rudy Van Gelder","2002", "Meet You At The Jazz Corner Of The World","master"
"John Coltrane Quartet*", "McCoy Tyner","2003", "Ballads / John Coltrane And Johnny Hartman","release"
"John Coltrane Quartet*", "Jimmy Garrison And Elvin Jones","2003", "Ballads / John Coltrane And Johnny Hartman","release"
"John Coltrane Quartet*", "John Coltrane And Johnny Hartman","2003", "Ballads / John Coltrane And Johnny Hartman","release"
"McCoy Tyner", "Jimmy Garrison And Elvin Jones","2003", "Ballads / John Coltrane And Johnny Hartman","release"
"McCoy Tyner", "John Coltrane And Johnny Hartman","2003", "Ballads / John Coltrane And Johnny Hartman","release"
"Jimmy Garrison And Elvin Jones", "John Coltrane And Johnny Hartman","2003", "Ballads / John Coltrane And Johnny Hartman","release"
"John Coltrane Quartet*", "Rudy Van Gelder","2003", "Ballads / John Coltrane And Johnny Hartman","release"
"McCoy Tyner", "Rudy Van Gelder","2003", "Ballads / John Coltrane And Johnny Hartman","release"
"Jimmy Garrison And Elvin Jones", "Rudy Van Gelder","2003", "Ballads / John Coltrane And Johnny Hartman","release"
"John Coltrane And Johnny Hartman", "Rudy Van Gelder","2003", "Ballads / John Coltrane And Johnny Hartman","release"
"Billy Taylor Trio", "Earl May","2003", "Billy Taylor Trio With Earl May/Percy Brice","master"
"Billy Taylor Trio", "Percy Brice","2003", "Billy Taylor Trio With Earl May/Percy Brice","master"
"Earl May", "Percy Brice","2003", "Billy Taylor Trio With Earl May/Percy Brice","master"
"Billy Taylor Trio", "Rudy Van Gelder","2003", "Billy Taylor Trio With Earl May/Percy Brice","master"
"Earl May", "Rudy Van Gelder","2003", "Billy Taylor Trio With Earl May/Percy Brice","master"
"Percy Brice", "Rudy Van Gelder","2003", "Billy Taylor Trio With Earl May/Percy Brice","master"
"Art Farmer", "Benny Golson","2004", "The Complete Argo / Mercury Art Farmer / Benny Golson / Jazztet Sessions","master"
"Art Farmer", "Jazztet*","2004", "The Complete Argo / Mercury Art Farmer / Benny Golson / Jazztet Sessions","master"
"Benny Golson", "Jazztet*","2004", "The Complete Argo / Mercury Art Farmer / Benny Golson / Jazztet Sessions","master"
"Art Farmer", "Rudy Van Gelder","2004", "The Complete Argo / Mercury Art Farmer / Benny Golson / Jazztet Sessions","master"
"Benny Golson", "Rudy Van Gelder","2004", "The Complete Argo / Mercury Art Farmer / Benny Golson / Jazztet Sessions","master"
"Jazztet*", "Rudy Van Gelder","2004", "The Complete Argo / Mercury Art Farmer / Benny Golson / Jazztet Sessions","master"
"Yoko Kanno", "Seatbelts*","2004", "Cowboy Bebop: Tank! The! Best!","master"
"Yoko Kanno", "Rudy Van Gelder","2004", "Cowboy Bebop: Tank! The! Best!","master"
"Seatbelts*", "Rudy Van Gelder","2004", "Cowboy Bebop: Tank! The! Best!","master"
"Russ Freeman", "Richard Twardzik*","2005", "Mosaic Select: The Pacific Jazz Piano Trios","release"
"Russ Freeman", "Jimmy Rowles","2005", "Mosaic Select: The Pacific Jazz Piano Trios","release"
"Russ Freeman", "Clare Fischer","2005", "Mosaic Select: The Pacific Jazz Piano Trios","release"
"Richard Twardzik*", "Jimmy Rowles","2005", "Mosaic Select: The Pacific Jazz Piano Trios","release"
"Richard Twardzik*", "Clare Fischer","2005", "Mosaic Select: The Pacific Jazz Piano Trios","release"
"Jimmy Rowles", "Clare Fischer","2005", "Mosaic Select: The Pacific Jazz Piano Trios","release"
"Russ Freeman", "Rudy Van Gelder","2005", "Mosaic Select: The Pacific Jazz Piano Trios","release"
"Richard Twardzik*", "Rudy Van Gelder","2005", "Mosaic Select: The Pacific Jazz Piano Trios","release"
"Jimmy Rowles", "Rudy Van Gelder","2005", "Mosaic Select: The Pacific Jazz Piano Trios","release"
"Clare Fischer", "Rudy Van Gelder","2005", "Mosaic Select: The Pacific Jazz Piano Trios","release"
"Solomon Ilori", "His Afro-Drum Ensemble","2006", "Igbesi Aiye / Gbogbo Omo Ibile","release"
"Solomon Ilori", "Rudy Van Gelder","2006", "Igbesi Aiye / Gbogbo Omo Ibile","release"
"His Afro-Drum Ensemble", "Rudy Van Gelder","2006", "Igbesi Aiye / Gbogbo Omo Ibile","release"
"Eddie Bert Quartet", "Quintet*","2006", "Crosstown","release"
"Eddie Bert Quartet", "Rudy Van Gelder","2006", "Crosstown","release"
"Quintet*", "Rudy Van Gelder","2006", "Crosstown","release"
"Houston Person", "Bill Charlap","2006", "You Taught My Heart To Sing","release"
"Houston Person", "Rudy Van Gelder","2006", "You Taught My Heart To Sing","release"
"Bill Charlap", "Rudy Van Gelder","2006", "You Taught My Heart To Sing","release"
"Gene Ammons", "Sonny Stitt","2006", "Soul Summit + Soul Summit Vol. 2","master"
"Gene Ammons", "Brother Jack McDuff","2006", "Soul Summit + Soul Summit Vol. 2","master"
"Gene Ammons", "Etta Jones","2006", "Soul Summit + Soul Summit Vol. 2","master"
"Sonny Stitt", "Brother Jack McDuff","2006", "Soul Summit + Soul Summit Vol. 2","master"
"Sonny Stitt", "Etta Jones","2006", "Soul Summit + Soul Summit Vol. 2","master"
"Brother Jack McDuff", "Etta Jones","2006", "Soul Summit + Soul Summit Vol. 2","master"
"Gene Ammons", "Rudy Van Gelder","2006", "Soul Summit + Soul Summit Vol. 2","master"
"Sonny Stitt", "Rudy Van Gelder","2006", "Soul Summit + Soul Summit Vol. 2","master"
"Brother Jack McDuff", "Rudy Van Gelder","2006", "Soul Summit + Soul Summit Vol. 2","master"
"Etta Jones", "Rudy Van Gelder","2006", "Soul Summit + Soul Summit Vol. 2","master"
"Johnny Hodges", "Wild Bill Davis","2007", "Joe's Blues","release"
"Johnny Hodges", "Grant Green","2007", "Joe's Blues","release"
"Wild Bill Davis", "Grant Green","2007", "Joe's Blues","release"
"Johnny Hodges", "Rudy Van Gelder","2007", "Joe's Blues","release"
"Wild Bill Davis", "Rudy Van Gelder","2007", "Joe's Blues","release"
"Grant Green", "Rudy Van Gelder","2007", "Joe's Blues","release"
"Freddy Cole", "The Bill Charlap Trio","2007", "Music Maestro Please","release"
"Freddy Cole", "Rudy Van Gelder","2007", "Music Maestro Please","release"
"The Bill Charlap Trio", "Rudy Van Gelder","2007", "Music Maestro Please","release"
"Donald Byrd", "Kenny Burrell","2007", "All Night Long/All Day Long","master"
"Donald Byrd", "Rudy Van Gelder","2007", "All Night Long/All Day Long","master"
"Kenny Burrell", "Rudy Van Gelder","2007", "All Night Long/All Day Long","master"
"Houston Person", "Ron Carter","2008", "Just Between Friends","release"
"Houston Person", "Rudy Van Gelder","2008", "Just Between Friends","release"
"Ron Carter", "Rudy Van Gelder","2008", "Just Between Friends","release"
"Pepper Adams", "Sonny Redd*","2008", "The Complete Regent Sessions","release"
"Pepper Adams", "Wynton Kelly","2008", "The Complete Regent Sessions","release"
"Pepper Adams", "Hank Jones","2008", "The Complete Regent Sessions","release"
"Pepper Adams", "Elvin Jones","2008", "The Complete Regent Sessions","release"
"Sonny Redd*", "Wynton Kelly","2008", "The Complete Regent Sessions","release"
"Sonny Redd*", "Hank Jones","2008", "The Complete Regent Sessions","release"
"Sonny Redd*", "Elvin Jones","2008", "The Complete Regent Sessions","release"
"Wynton Kelly", "Hank Jones","2008", "The Complete Regent Sessions","release"
"Wynton Kelly", "Elvin Jones","2008", "The Complete Regent Sessions","release"
"Hank Jones", "Elvin Jones","2008", "The Complete Regent Sessions","release"
"Pepper Adams", "Rudy Van Gelder","2008", "The Complete Regent Sessions","release"
"Sonny Redd*", "Rudy Van Gelder","2008", "The Complete Regent Sessions","release"
"Wynton Kelly", "Rudy Van Gelder","2008", "The Complete Regent Sessions","release"
"Hank Jones", "Rudy Van Gelder","2008", "The Complete Regent Sessions","release"
"Elvin Jones", "Rudy Van Gelder","2008", "The Complete Regent Sessions","release"
"Scott Hamilton", "Friends","2008", "Across The Tracks","master"
"Scott Hamilton", "Rudy Van Gelder","2008", "Across The Tracks","master"
"Friends", "Rudy Van Gelder","2008", "Across The Tracks","master"
"Francis Wolff", "Jimmy Katz","2009", "Blue Note Photography","release"
"Francis Wolff", "Various","2009", "Blue Note Photography","release"
"Jimmy Katz", "Various","2009", "Blue Note Photography","release"
"Francis Wolff", "Rudy Van Gelder","2009", "Blue Note Photography","release"
"Jimmy Katz", "Rudy Van Gelder","2009", "Blue Note Photography","release"
"Various", "Rudy Van Gelder","2009", "Blue Note Photography","release"
"Miles Davis", "Sonny Rollins","2009", "The Classic Prestige Sessions 1951-1956","master"
"Miles Davis", "Rudy Van Gelder","2009", "The Classic Prestige Sessions 1951-1956","master"
"Sonny Rollins", "Rudy Van Gelder","2009", "The Classic Prestige Sessions 1951-1956","master"
"Thelonious Monk", "Sonny Rollins","2010", "The Prestige Sessions","master"
"Thelonious Monk", "Rudy Van Gelder","2010", "The Prestige Sessions","master"
"Sonny Rollins", "Rudy Van Gelder","2010", "The Prestige Sessions","master"
"Duke Ellington", "John Coltrane","2011", "Duke Ellington Meets John Coltrane & Coleman Hawkins","release"
"Duke Ellington", "Coleman Hawkins","2011", "Duke Ellington Meets John Coltrane & Coleman Hawkins","release"
"John Coltrane", "Coleman Hawkins","2011", "Duke Ellington Meets John Coltrane & Coleman Hawkins","release"
"Duke Ellington", "Rudy Van Gelder","2011", "Duke Ellington Meets John Coltrane & Coleman Hawkins","release"
"John Coltrane", "Rudy Van Gelder","2011", "Duke Ellington Meets John Coltrane & Coleman Hawkins","release"
"Coleman Hawkins", "Rudy Van Gelder","2011", "Duke Ellington Meets John Coltrane & Coleman Hawkins","release"
"Gene Ammons", "Sonny Stitt","2012", "Boss Tenors In Orbit! + Boss Tenors","master"
"Gene Ammons", "Rudy Van Gelder","2012", "Boss Tenors In Orbit! + Boss Tenors","master"
"Sonny Stitt", "Rudy Van Gelder","2012", "Boss Tenors In Orbit! + Boss Tenors","master"
"Eric Dolphy", "Mal Waldron","2012", "Where? + The Quest","master"
"Eric Dolphy", "Ron Carter","2012", "Where? + The Quest","master"
"Mal Waldron", "Ron Carter","2012", "Where? + The Quest","master"
"Eric Dolphy", "Rudy Van Gelder","2012", "Where? + The Quest","master"
"Mal Waldron", "Rudy Van Gelder","2012", "Where? + The Quest","master"
"Ron Carter", "Rudy Van Gelder","2012", "Where? + The Quest","master"
"Art Blakey And The Jazz Messengers*", "Lee Morgan","2013", "Complete Studio Recordings","release"
"Art Blakey And The Jazz Messengers*", "Wayne Shorter","2013", "Complete Studio Recordings","release"
"Art Blakey And The Jazz Messengers*", "Bobby Timmons","2013", "Complete Studio Recordings","release"
"Art Blakey And The Jazz Messengers*", "Jymie Merritt","2013", "Complete Studio Recordings","release"
"Lee Morgan", "Wayne Shorter","2013", "Complete Studio Recordings","release"
"Lee Morgan", "Bobby Timmons","2013", "Complete Studio Recordings","release"
"Lee Morgan", "Jymie Merritt","2013", "Complete Studio Recordings","release"
"Wayne Shorter", "Bobby Timmons","2013", "Complete Studio Recordings","release"
"Wayne Shorter", "Jymie Merritt","2013", "Complete Studio Recordings","release"
"Bobby Timmons", "Jymie Merritt","2013", "Complete Studio Recordings","release"
"Art Blakey And The Jazz Messengers*", "Rudy Van Gelder","2013", "Complete Studio Recordings","release"
"Lee Morgan", "Rudy Van Gelder","2013", "Complete Studio Recordings","release"
"Wayne Shorter", "Rudy Van Gelder","2013", "Complete Studio Recordings","release"
"Bobby Timmons", "Rudy Van Gelder","2013", "Complete Studio Recordings","release"
"Jymie Merritt", "Rudy Van Gelder","2013", "Complete Studio Recordings","release"
"Grant Green", "Herbie Hancock","2013", "Goin´ West + Feelin' The Spirit","release"
"Grant Green", "Rudy Van Gelder","2013", "Goin´ West + Feelin' The Spirit","release"
"Herbie Hancock", "Rudy Van Gelder","2013", "Goin´ West + Feelin' The Spirit","release"
"Gene Ammons", "Art Farmer","2013", "Gene Ammons - Art Farmer All Stars The Complete Jam Sessions","release"
"Gene Ammons", "Rudy Van Gelder","2013", "Gene Ammons - Art Farmer All Stars The Complete Jam Sessions","release"
"Art Farmer", "Rudy Van Gelder","2013", "Gene Ammons - Art Farmer All Stars The Complete Jam Sessions","release"
"John Coltrane", "Mal Waldron","2014", "The Dealers / The Complete Sessions","release"
"John Coltrane", "Rudy Van Gelder","2014", "The Dealers / The Complete Sessions","release"
"Mal Waldron", "Rudy Van Gelder","2014", "The Dealers / The Complete Sessions","release"
"John Coltrane", "Friends*","2014", "Sideman: Trane's Blue Note Sessions","master"
"John Coltrane", "Rudy Van Gelder","2014", "Sideman: Trane's Blue Note Sessions","master"
"Friends*", "Rudy Van Gelder","2014", "Sideman: Trane's Blue Note Sessions","master"
"Art Blakey", "The Jazz Messengers","2016", "5 Original Albums","release"
"Art Blakey", "Rudy Van Gelder","2016", "5 Original Albums","release"
